"plot","event","year","doy","date","genus","species","value"
"EM","pfd",1987,175,"1987-06-24","Draba","aurea",27
"GH","pfd",1987,173,"1987-06-22","Draba","aurea",58
"IN","pfd",1987,175,"1987-06-24","Draba","aurea",297
"VR","pfd",1987,177,"1987-06-26","Draba","aurea",51
"WM","pfd",1987,167,"1987-06-16","Draba","aurea",263
"EM","pfd",1988,177,"1988-06-25","Draba","aurea",11
"GH","pfd",1988,171,"1988-06-19","Draba","aurea",53
"IN","pfd",1988,175,"1988-06-23","Draba","aurea",304
"VR","pfd",1988,175,"1988-06-23","Draba","aurea",129
"WM","pfd",1988,171,"1988-06-19","Draba","aurea",346
"EM","pfd",1989,176,"1989-06-25","Draba","aurea",124
"GH","pfd",1989,178,"1989-06-27","Draba","aurea",30
"IN","pfd",1989,176,"1989-06-25","Draba","aurea",138
"VR","pfd",1989,176,"1989-06-25","Draba","aurea",89
"WM","pfd",1989,171,"1989-06-20","Draba","aurea",572
"EM","pfd",1991,182,"1991-07-01","Draba","aurea",74
"GH","pfd",1991,182,"1991-07-01","Draba","aurea",113
"IN","pfd",1991,187,"1991-07-06","Draba","aurea",646
"VR","pfd",1991,182,"1991-07-01","Draba","aurea",666
"WM","pfd",1991,180,"1991-06-29","Draba","aurea",1327
"EM","pfd",1992,183,"1992-07-01","Draba","aurea",46
"GH","pfd",1992,171,"1992-06-19","Draba","aurea",65
"IN","pfd",1992,171,"1992-06-19","Draba","aurea",259
"VR","pfd",1992,171,"1992-06-19","Draba","aurea",180
"WM","pfd",1992,167,"1992-06-15","Draba","aurea",652
"EM","pfd",1993,188,"1993-07-07","Draba","aurea",72
"GH","pfd",1993,188,"1993-07-07","Draba","aurea",78
"IN","pfd",1993,188,"1993-07-07","Draba","aurea",393
"VR","pfd",1993,190,"1993-07-09","Draba","aurea",146
"WM","pfd",1993,188,"1993-07-07","Draba","aurea",272
"EM","pfd",1994,174,"1994-06-23","Draba","aurea",32
"GH","pfd",1994,174,"1994-06-23","Draba","aurea",92
"IN","pfd",1994,170,"1994-06-19","Draba","aurea",155
"VR","pfd",1994,172,"1994-06-21","Draba","aurea",62
"WM","pfd",1994,172,"1994-06-21","Draba","aurea",300
"EM","pfd",1995,211,"1995-07-30","Draba","aurea",39
"GH","pfd",1995,203,"1995-07-22","Draba","aurea",29
"IN","pfd",1995,205,"1995-07-24","Draba","aurea",91
"VR","pfd",1995,207,"1995-07-26","Draba","aurea",8
"WM","pfd",1995,205,"1995-07-24","Draba","aurea",235
"EM","pfd",1996,182,"1996-06-30","Draba","aurea",49
"GH","pfd",1996,182,"1996-06-30","Draba","aurea",28
"IN","pfd",1996,186,"1996-07-04","Draba","aurea",146
"VR","pfd",1996,180,"1996-06-28","Draba","aurea",15
"WM","pfd",1996,184,"1996-07-02","Draba","aurea",355
"GH","pfd",1997,190,"1997-07-09","Draba","aurea",3
"IN","pfd",1997,186,"1997-07-05","Draba","aurea",215
"VR","pfd",1997,186,"1997-07-05","Draba","aurea",28
"WM","pfd",1997,184,"1997-07-03","Draba","aurea",147
"EM","pfd",1998,183,"1998-07-02","Draba","aurea",16
"GH","pfd",1998,175,"1998-06-24","Draba","aurea",209
"IN","pfd",1998,179,"1998-06-28","Draba","aurea",171
"VR","pfd",1998,171,"1998-06-20","Draba","aurea",10
"WM","pfd",1998,177,"1998-06-26","Draba","aurea",259
"EM","pfd",1999,183,"1999-07-02","Draba","aurea",39
"GH","pfd",1999,183,"1999-07-02","Draba","aurea",210
"IN","pfd",1999,186,"1999-07-05","Draba","aurea",215
"WM","pfd",1999,183,"1999-07-02","Draba","aurea",402
"EM","pfd",2000,172,"2000-06-20","Draba","aurea",28
"GH","pfd",2000,168,"2000-06-16","Draba","aurea",179
"IN","pfd",2000,171,"2000-06-19","Draba","aurea",172
"VR","pfd",2000,166,"2000-06-14","Draba","aurea",11
"WM","pfd",2000,168,"2000-06-16","Draba","aurea",776
"EM","pfd",2001,168,"2001-06-17","Draba","aurea",9
"GH","pfd",2001,168,"2001-06-17","Draba","aurea",202
"IN","pfd",2001,162,"2001-06-11","Draba","aurea",151
"VR","pfd",2001,157,"2001-06-06","Draba","aurea",12
"WM","pfd",2001,168,"2001-06-17","Draba","aurea",491
"EM","pfd",2002,162,"2002-06-11","Draba","aurea",15
"GH","pfd",2002,158,"2002-06-07","Draba","aurea",91
"IN","pfd",2002,158,"2002-06-07","Draba","aurea",78
"VR","pfd",2002,156,"2002-06-05","Draba","aurea",25
"WM","pfd",2002,154,"2002-06-03","Draba","aurea",213
"GH","pfd",2003,178,"2003-06-27","Draba","aurea",61
"IN","pfd",2003,174,"2003-06-23","Draba","aurea",134
"VR","pfd",2003,170,"2003-06-19","Draba","aurea",1
"WM","pfd",2003,176,"2003-06-25","Draba","aurea",209
"GH","pfd",2004,180,"2004-06-28","Draba","aurea",41
"IN","pfd",2004,172,"2004-06-20","Draba","aurea",234
"WM","pfd",2004,168,"2004-06-16","Draba","aurea",127
"GH","pfd",2005,184,"2005-07-03","Draba","aurea",25
"IN","pfd",2005,187,"2005-07-06","Draba","aurea",37
"WM","pfd",2005,184,"2005-07-03","Draba","aurea",104
"GH","pfd",2006,168,"2006-06-17","Draba","aurea",48
"IN","pfd",2006,168,"2006-06-17","Draba","aurea",73
"WM","pfd",2006,168,"2006-06-17","Draba","aurea",130
"GH","pfd",2007,168,"2007-06-17","Draba","aurea",217
"IN","pfd",2007,166,"2007-06-15","Draba","aurea",93
"VR","pfd",2007,160,"2007-06-09","Draba","aurea",28
"WM","pfd",2007,166,"2007-06-15","Draba","aurea",240
"EM","pfd",2008,194,"2008-07-12","Draba","aurea",4
"GH","pfd",2008,194,"2008-07-12","Draba","aurea",99
"IN","pfd",2008,198,"2008-07-16","Draba","aurea",86
"VR","pfd",2008,182,"2008-06-30","Draba","aurea",24
"WM","pfd",2008,184,"2008-07-02","Draba","aurea",201
"EM","pfd",2009,172,"2009-06-21","Draba","aurea",13
"GH","pfd",2009,178,"2009-06-27","Draba","aurea",355
"IN","pfd",2009,178,"2009-06-27","Draba","aurea",85
"VR","pfd",2009,168,"2009-06-17","Draba","aurea",50
"WM","pfd",2009,178,"2009-06-27","Draba","aurea",448
"GH","pfd",1985,164,"1985-06-13","Draba","nemorosa",12
"WM","pfd",1985,164,"1985-06-13","Draba","nemorosa",2
"GH","pfd",1986,169,"1986-06-18","Draba","nemorosa",3
"WM","pfd",1986,169,"1986-06-18","Draba","nemorosa",19
"GH","pfd",1987,159,"1987-06-08","Draba","nemorosa",9
"VR","pfd",1987,169,"1987-06-18","Draba","nemorosa",1
"WM","pfd",1987,159,"1987-06-08","Draba","nemorosa",8
"WM","pfd",1988,166,"1988-06-14","Draba","nemorosa",13
"WM","pfd",1989,159,"1989-06-08","Draba","nemorosa",47
"GH","pfd",1991,168,"1991-06-17","Draba","nemorosa",1
"WM","pfd",1993,172,"1993-06-21","Draba","nemorosa",5
"GH","pfd",2000,168,"2000-06-16","Draba","nemorosa",15
"GH","pfd",2001,155,"2001-06-04","Draba","nemorosa",2
"GH","pfd",2002,142,"2002-05-22","Draba","nemorosa",1
"RM","pfd",2004,162,"2004-06-10","Draba","nemorosa",20
"RM","pfd",2007,153,"2007-06-02","Draba","nemorosa",1
"RM","pfd",1995,213,"1995-08-01","Epilobium","brachycarpum",11
"RM","pfd",1997,182,"1997-07-01","Epilobium","brachycarpum",3
"RM","pfd",1985,186,"1985-07-05","Epilobium","lactiflorum",2
"RM","pfd",1973,231,"1973-08-19","Erigeron","coulteri",14
"IN","pfd",1974,177,"1974-06-26","Erigeron","coulteri",14
"RM","pfd",1974,215,"1974-08-03","Erigeron","coulteri",6
"EM","pfd",1975,221,"1975-08-09","Erigeron","coulteri",1
"IN","pfd",1975,231,"1975-08-19","Erigeron","coulteri",1
"RM","pfd",1975,228,"1975-08-16","Erigeron","coulteri",1
"EM","pfd",1992,207,"1992-07-25","Erigeron","coulteri",4
"IN","pfd",1995,236,"1995-08-24","Erigeron","coulteri",4
"IN","pfd",1996,211,"1996-07-29","Erigeron","coulteri",5
"RM","pfd",1996,207,"1996-07-25","Erigeron","coulteri",2
"IN","pfd",1998,205,"1998-07-24","Erigeron","coulteri",2
"IN","pfd",1999,209,"1999-07-28","Erigeron","coulteri",1
"GH","pfd",2004,184,"2004-07-02","Erigeron","coulteri",2
"IN","pfd",2004,212,"2004-07-30","Erigeron","coulteri",7
"RM","pfd",2004,198,"2004-07-16","Erigeron","coulteri",7
"IN","pfd",2005,229,"2005-08-17","Erigeron","coulteri",1
"IN","pfd",2007,198,"2007-07-17","Erigeron","coulteri",3
"IN","pfd",2009,210,"2009-07-29","Erigeron","coulteri",7
"EM","pfd",1974,211,"1974-07-30","Erigeron","elatior",17
"VR","pfd",1979,228,"1979-08-16","Erigeron","elatior",2
"IN","pfd",1980,227,"1980-08-14","Erigeron","elatior",6
"RM","pfd",1980,214,"1980-08-01","Erigeron","elatior",1
"IN","pfd",1981,211,"1981-07-30","Erigeron","elatior",1
"RM","pfd",1981,186,"1981-07-05","Erigeron","elatior",1
"EM","pfd",1982,206,"1982-07-25","Erigeron","elatior",1
"IN","pfd",1982,228,"1982-08-16","Erigeron","elatior",10
"IN","pfd",1983,224,"1983-08-12","Erigeron","elatior",5
"VR","pfd",1983,224,"1983-08-12","Erigeron","elatior",1
"IN","pfd",1984,224,"1984-08-11","Erigeron","elatior",8
"EM","pfd",1986,216,"1986-08-04","Erigeron","elatior",2
"RM","pfd",1986,215,"1986-08-03","Erigeron","elatior",2
"VR","pfd",1986,219,"1986-08-07","Erigeron","elatior",3
"EM","pfd",1987,199,"1987-07-18","Erigeron","elatior",2
"RM","pfd",1987,199,"1987-07-18","Erigeron","elatior",1
"VR","pfd",1987,203,"1987-07-22","Erigeron","elatior",2
"RM","pfd",1988,201,"1988-07-19","Erigeron","elatior",2
"VR","pfd",1988,209,"1988-07-27","Erigeron","elatior",2
"VR","pfd",1991,208,"1991-07-27","Erigeron","elatior",5
"VR","pfd",1992,207,"1992-07-25","Erigeron","elatior",5
"GH","pfd",2007,202,"2007-07-21","Erigeron","elatior",2
"GH","pfd",2008,225,"2008-08-12","Erigeron","elatior",2
"GH","pfd",2009,206,"2009-07-25","Erigeron","elatior",3
"RM","pfd",1973,196,"1973-07-15","Erigeron","flagellaris",30
"RM","pfd",1974,235,"1974-08-23","Erigeron","flagellaris",14
"RM","pfd",1975,218,"1975-08-06","Erigeron","flagellaris",8
"RM","pfd",1981,177,"1981-06-26","Erigeron","flagellaris",9
"RM","pfd",1982,192,"1982-07-11","Erigeron","flagellaris",11
"RM","pfd",1983,201,"1983-07-20","Erigeron","flagellaris",12
"RM","pfd",1984,231,"1984-08-18","Erigeron","flagellaris",8
"RM","pfd",1985,230,"1985-08-18","Erigeron","flagellaris",7
"RM","pfd",1986,211,"1986-07-30","Erigeron","flagellaris",17
"RM","pfd",1987,184,"1987-07-03","Erigeron","flagellaris",13
"RM","pfd",1988,185,"1988-07-03","Erigeron","flagellaris",17
"RM","pfd",1989,180,"1989-06-29","Erigeron","flagellaris",11
"RM","pfd",1991,192,"1991-07-11","Erigeron","flagellaris",44
"RM","pfd",1994,182,"1994-07-01","Erigeron","flagellaris",7
"RM","pfd",1995,211,"1995-07-30","Erigeron","flagellaris",110
"RM","pfd",1999,188,"1999-07-07","Erigeron","flagellaris",29
"RM","pfd",2001,225,"2001-08-13","Erigeron","flagellaris",60
"RM","pfd",2002,170,"2002-06-19","Erigeron","flagellaris",2
"RM","pfd",2004,204,"2004-07-22","Erigeron","flagellaris",13
"RM","pfd",2005,193,"2005-07-12","Erigeron","flagellaris",45
"RM","pfd",2006,174,"2006-06-23","Erigeron","flagellaris",54
"RM","pfd",2008,190,"2008-07-08","Erigeron","flagellaris",85
"RM","pfd",2009,190,"2009-07-09","Erigeron","flagellaris",149
"RM","pfd",1973,228,"1973-08-16","Erigeron","speciosus",114
"IN","pfd",1974,223,"1974-08-11","Erigeron","speciosus",2
"RM","pfd",1974,211,"1974-07-30","Erigeron","speciosus",21
"VR","pfd",1974,227,"1974-08-15","Erigeron","speciosus",1
"IN","pfd",1975,240,"1975-08-28","Erigeron","speciosus",12
"RM","pfd",1975,226,"1975-08-14","Erigeron","speciosus",220
"WM","pfd",1975,231,"1975-08-19","Erigeron","speciosus",145
"WM","pfd",1976,218,"1976-08-05","Erigeron","speciosus",2
"RM","pfd",1979,215,"1979-08-03","Erigeron","speciosus",9
"WM","pfd",1979,235,"1979-08-23","Erigeron","speciosus",155
"IN","pfd",1980,227,"1980-08-14","Erigeron","speciosus",140
"RM","pfd",1980,212,"1980-07-30","Erigeron","speciosus",228
"VR","pfd",1980,227,"1980-08-14","Erigeron","speciosus",1
"WM","pfd",1980,221,"1980-08-08","Erigeron","speciosus",563
"IN","pfd",1981,208,"1981-07-27","Erigeron","speciosus",13
"RM","pfd",1981,201,"1981-07-20","Erigeron","speciosus",275
"WM","pfd",1981,208,"1981-07-27","Erigeron","speciosus",14
"IN","pfd",1982,230,"1982-08-18","Erigeron","speciosus",217
"RM","pfd",1982,215,"1982-08-03","Erigeron","speciosus",93
"VR","pfd",1982,250,"1982-09-07","Erigeron","speciosus",3
"WM","pfd",1982,232,"1982-08-20","Erigeron","speciosus",697
"IN","pfd",1983,227,"1983-08-15","Erigeron","speciosus",216
"RM","pfd",1983,222,"1983-08-10","Erigeron","speciosus",170
"WM","pfd",1983,235,"1983-08-23","Erigeron","speciosus",529
"IN","pfd",1984,236,"1984-08-23","Erigeron","speciosus",139
"RM","pfd",1984,227,"1984-08-14","Erigeron","speciosus",186
"WM","pfd",1984,232,"1984-08-19","Erigeron","speciosus",751
"RM","pfd",1985,202,"1985-07-21","Erigeron","speciosus",5
"GH","pfd",1986,221,"1986-08-09","Erigeron","speciosus",2
"IN","pfd",1986,230,"1986-08-18","Erigeron","speciosus",19
"RM","pfd",1986,218,"1986-08-06","Erigeron","speciosus",85
"WM","pfd",1986,221,"1986-08-09","Erigeron","speciosus",132
"IN","pfd",1987,214,"1987-08-02","Erigeron","speciosus",3
"RM","pfd",1987,203,"1987-07-22","Erigeron","speciosus",30
"WM","pfd",1987,199,"1987-07-18","Erigeron","speciosus",2
"GH","pfd",1988,215,"1988-08-02","Erigeron","speciosus",2
"IN","pfd",1988,215,"1988-08-02","Erigeron","speciosus",5
"RM","pfd",1988,213,"1988-07-31","Erigeron","speciosus",133
"WM","pfd",1988,221,"1988-08-08","Erigeron","speciosus",14
"GH","pfd",1989,229,"1989-08-17","Erigeron","speciosus",7
"IN","pfd",1989,218,"1989-08-06","Erigeron","speciosus",1
"RM","pfd",1989,196,"1989-07-15","Erigeron","speciosus",4
"WM","pfd",1989,225,"1989-08-13","Erigeron","speciosus",9
"GH","pfd",1991,232,"1991-08-20","Erigeron","speciosus",68
"RM","pfd",1991,221,"1991-08-09","Erigeron","speciosus",85
"WM","pfd",1991,232,"1991-08-20","Erigeron","speciosus",22
"GH","pfd",1992,223,"1992-08-10","Erigeron","speciosus",19
"RM","pfd",1992,202,"1992-07-20","Erigeron","speciosus",44
"GH","pfd",1993,226,"1993-08-14","Erigeron","speciosus",65
"RM","pfd",1993,216,"1993-08-04","Erigeron","speciosus",55
"WM","pfd",1993,229,"1993-08-17","Erigeron","speciosus",121
"GH","pfd",1994,205,"1994-07-24","Erigeron","speciosus",6
"RM","pfd",1994,191,"1994-07-10","Erigeron","speciosus",10
"GH","pfd",1995,244,"1995-09-01","Erigeron","speciosus",216
"IN","pfd",1995,244,"1995-09-01","Erigeron","speciosus",41
"RM","pfd",1995,238,"1995-08-26","Erigeron","speciosus",264
"WM","pfd",1995,244,"1995-09-01","Erigeron","speciosus",162
"GH","pfd",1996,213,"1996-07-31","Erigeron","speciosus",19
"IN","pfd",1996,215,"1996-08-02","Erigeron","speciosus",21
"RM","pfd",1996,203,"1996-07-21","Erigeron","speciosus",112
"WM","pfd",1996,209,"1996-07-27","Erigeron","speciosus",10
"GH","pfd",1997,230,"1997-08-18","Erigeron","speciosus",73
"IN","pfd",1997,230,"1997-08-18","Erigeron","speciosus",18
"RM","pfd",1997,210,"1997-07-29","Erigeron","speciosus",93
"WM","pfd",1997,218,"1997-08-06","Erigeron","speciosus",51
"GH","pfd",1998,218,"1998-08-06","Erigeron","speciosus",102
"IN","pfd",1998,216,"1998-08-04","Erigeron","speciosus",13
"RM","pfd",1998,212,"1998-07-31","Erigeron","speciosus",544
"WM","pfd",1998,218,"1998-08-06","Erigeron","speciosus",30
"GH","pfd",1999,222,"1999-08-10","Erigeron","speciosus",189
"IN","pfd",1999,225,"1999-08-13","Erigeron","speciosus",70
"RM","pfd",1999,214,"1999-08-02","Erigeron","speciosus",269
"WM","pfd",1999,223,"1999-08-11","Erigeron","speciosus",79
"GH","pfd",2000,209,"2000-07-27","Erigeron","speciosus",16
"IN","pfd",2000,209,"2000-07-27","Erigeron","speciosus",1
"RM","pfd",2000,198,"2000-07-16","Erigeron","speciosus",50
"WM","pfd",2000,216,"2000-08-03","Erigeron","speciosus",5
"GH","pfd",2001,210,"2001-07-29","Erigeron","speciosus",73
"IN","pfd",2001,210,"2001-07-29","Erigeron","speciosus",28
"RM","pfd",2001,202,"2001-07-21","Erigeron","speciosus",25
"WM","pfd",2001,215,"2001-08-03","Erigeron","speciosus",31
"GH","pfd",2002,200,"2002-07-19","Erigeron","speciosus",37
"IN","pfd",2002,200,"2002-07-19","Erigeron","speciosus",20
"RM","pfd",2002,186,"2002-07-05","Erigeron","speciosus",2
"WM","pfd",2002,210,"2002-07-29","Erigeron","speciosus",7
"GH","pfd",2003,211,"2003-07-30","Erigeron","speciosus",316
"IN","pfd",2003,211,"2003-07-30","Erigeron","speciosus",53
"RM","pfd",2003,205,"2003-07-24","Erigeron","speciosus",43
"WM","pfd",2003,216,"2003-08-04","Erigeron","speciosus",135
"GH","pfd",2004,220,"2004-08-07","Erigeron","speciosus",156
"IN","pfd",2004,210,"2004-07-28","Erigeron","speciosus",62
"RM","pfd",2004,206,"2004-07-24","Erigeron","speciosus",157
"WM","pfd",2004,210,"2004-07-28","Erigeron","speciosus",46
"GH","pfd",2005,219,"2005-08-07","Erigeron","speciosus",339
"IN","pfd",2005,221,"2005-08-09","Erigeron","speciosus",100
"RM","pfd",2005,212,"2005-07-31","Erigeron","speciosus",379
"WM","pfd",2005,217,"2005-08-05","Erigeron","speciosus",179
"GH","pfd",2006,210,"2006-07-29","Erigeron","speciosus",134
"IN","pfd",2006,214,"2006-08-02","Erigeron","speciosus",31
"RM","pfd",2006,200,"2006-07-19","Erigeron","speciosus",28
"WM","pfd",2006,212,"2006-07-31","Erigeron","speciosus",44
"GH","pfd",2007,206,"2007-07-25","Erigeron","speciosus",173
"IN","pfd",2007,210,"2007-07-29","Erigeron","speciosus",50
"RM","pfd",2007,196,"2007-07-15","Erigeron","speciosus",7
"WM","pfd",2007,206,"2007-07-25","Erigeron","speciosus",44
"GH","pfd",2008,227,"2008-08-14","Erigeron","speciosus",411
"IN","pfd",2008,225,"2008-08-12","Erigeron","speciosus",101
"RM","pfd",2008,210,"2008-07-28","Erigeron","speciosus",13
"WM","pfd",2008,221,"2008-08-08","Erigeron","speciosus",177
"GH","pfd",2009,212,"2009-07-31","Erigeron","speciosus",249
"IN","pfd",2009,212,"2009-07-31","Erigeron","speciosus",91
"RM","pfd",2009,208,"2009-07-27","Erigeron","speciosus",171
"WM","pfd",2009,212,"2009-07-31","Erigeron","speciosus",65
"RM","pfd",1974,175,"1974-06-24","Eriogonum","subalpinum",1
"RM","pfd",1980,206,"1980-07-24","Eriogonum","subalpinum",15
"RM","pfd",1981,181,"1981-06-30","Eriogonum","subalpinum",11
"RM","pfd",1982,192,"1982-07-11","Eriogonum","subalpinum",21
"WM","pfd",1982,199,"1982-07-18","Eriogonum","subalpinum",2
"RM","pfd",1983,203,"1983-07-22","Eriogonum","subalpinum",12
"WM","pfd",1983,203,"1983-07-22","Eriogonum","subalpinum",1
"RM","pfd",1984,212,"1984-07-30","Eriogonum","subalpinum",5
"RM","pfd",1986,196,"1986-07-15","Eriogonum","subalpinum",13
"RM","pfd",1987,179,"1987-06-28","Eriogonum","subalpinum",14
"RM","pfd",1988,181,"1988-06-29","Eriogonum","subalpinum",8
"GH","pfd",2004,194,"2004-07-12","Eriogonum","subalpinum",13
"IN","pfd",1980,211,"1980-07-29","Eriogonum","umbellatum",3
"RM","pfd",1980,198,"1980-07-16","Eriogonum","umbellatum",44
"IN","pfd",1981,188,"1981-07-07","Eriogonum","umbellatum",3
"RM","pfd",1981,179,"1981-06-28","Eriogonum","umbellatum",57
"IN","pfd",1982,210,"1982-07-29","Eriogonum","umbellatum",3
"RM","pfd",1982,185,"1982-07-04","Eriogonum","umbellatum",116
"IN","pfd",1983,245,"1983-09-02","Eriogonum","umbellatum",7
"RM","pfd",1983,198,"1983-07-17","Eriogonum","umbellatum",73
"IN","pfd",1984,220,"1984-08-07","Eriogonum","umbellatum",2
"RM","pfd",1984,197,"1984-07-15","Eriogonum","umbellatum",75
"IN","pfd",1986,221,"1986-08-09","Eriogonum","umbellatum",3
"RM","pfd",1986,181,"1986-06-30","Eriogonum","umbellatum",72
"IN","pfd",1987,203,"1987-07-22","Eriogonum","umbellatum",1
"RM","pfd",1987,175,"1987-06-24","Eriogonum","umbellatum",29
"IN","pfd",1988,207,"1988-07-25","Eriogonum","umbellatum",3
"RM","pfd",1988,173,"1988-06-21","Eriogonum","umbellatum",48
"IN","pfd",2005,208,"2005-07-27","Eriogonum","umbellatum",1
"RM","pfd",1973,182,"1973-07-01","Erysimum","asperum",5
"RM","pfd",1974,177,"1974-06-26","Erysimum","asperum",18
"IN","pfd",1975,201,"1975-07-20","Erysimum","asperum",7
"RM","pfd",1976,179,"1976-06-27","Erysimum","asperum",9
"RM","pfd",1977,164,"1977-06-13","Erysimum","asperum",23
"WM","pfd",1977,181,"1977-06-30","Erysimum","asperum",5
"RM","pfd",1982,179,"1982-06-28","Erysimum","asperum",4
"WM","pfd",1982,206,"1982-07-25","Erysimum","asperum",47
"WM","pfd",1984,202,"1984-07-20","Erysimum","asperum",13
"WM","pfd",1985,186,"1985-07-05","Erysimum","asperum",4
"RM","pfd",1986,171,"1986-06-20","Erysimum","asperum",6
"WM","pfd",1986,194,"1986-07-13","Erysimum","asperum",25
"RM","pfd",1987,169,"1987-06-18","Erysimum","asperum",22
"WM","pfd",1987,187,"1987-07-06","Erysimum","asperum",3
"WM","pfd",1988,185,"1988-07-03","Erysimum","asperum",10
"RM","pfd",1989,176,"1989-06-25","Erysimum","asperum",23
"WM","pfd",1989,186,"1989-07-05","Erysimum","asperum",32
"RM","pfd",1991,181,"1991-06-30","Erysimum","asperum",4
"WM","pfd",1991,197,"1991-07-16","Erysimum","asperum",56
"WM","pfd",1992,178,"1992-06-26","Erysimum","asperum",13
"GH","pfd",1993,203,"1993-07-22","Erysimum","asperum",5
"WM","pfd",1993,200,"1993-07-19","Erysimum","asperum",43
"GH","pfd",1994,186,"1994-07-05","Erysimum","asperum",6
"WM","pfd",1994,184,"1994-07-03","Erysimum","asperum",16
"GH","pfd",1995,219,"1995-08-07","Erysimum","asperum",25
"WM","pfd",1995,221,"1995-08-09","Erysimum","asperum",13
"GH","pfd",1996,191,"1996-07-09","Erysimum","asperum",22
"RM","pfd",1996,176,"1996-06-24","Erysimum","asperum",19
"WM","pfd",1996,199,"1996-07-17","Erysimum","asperum",20
"GH","pfd",1998,193,"1998-07-12","Erysimum","asperum",23
"WM","pfd",1998,195,"1998-07-14","Erysimum","asperum",7
"GH","pfd",1999,201,"1999-07-20","Erysimum","asperum",63
"WM","pfd",1999,203,"1999-07-22","Erysimum","asperum",31
"GH","pfd",2000,184,"2000-07-02","Erysimum","asperum",42
"VR","pfd",2000,194,"2000-07-12","Erysimum","asperum",3
"WM","pfd",2000,181,"2000-06-29","Erysimum","asperum",27
"GH","pfd",2001,192,"2001-07-11","Erysimum","asperum",4
"IN","pfd",2001,179,"2001-06-28","Erysimum","asperum",9
"WM","pfd",2001,179,"2001-06-28","Erysimum","asperum",8
